amount,revenue,type,default
1049.35,50868.34,B,0
0,37248.16,B,0
1065.47,21770.75,A,0
880.04,46874.76,B,0
1073.45,36235.68,B,0
1058.42,18916.15,A,0
1448.74,20554.24,A,0
0,33395.04,B,0
0,17712.76,A,0
1189.45,14230.39,A,0
1206.77,17374.08,A,0
1460.29,18278.47,A,0
1532.51,44818.77,B,0
557.71,20250.24,A,0
358.52,41835.64,B,0
0,43332.9,B,0
1508.15,12899.64,A,0
644.15,21027.83,A,0
995.01,20551.37,A,0
598.42,51944.66,B,0
387.02,18263.31,A,0
45.09,13920.32,A,0
0,37632.43,B,0
1078.84,36591.45,B,0
377.11,31576.83,B,0
1023.22,23011.66,A,0
848.55,15756.96,A,0
991.65,62515.02,B,0
0,29923.99,B,0
742.29,40794.87,B,0
1773.77,38094.59,B,0
1051.79,26787.51,B,0
1214.36,20488.21,A,0
1724.85,7005.13,A,0
2647.64,22005.91,A,1
1363.66,58541.9,B,0
1765.27,16804.59,A,0
983.91,17596.1,A,0
741.92,46806.3,B,0
1009.93,51485.31,B,0
839.61,39219.89,B,0
1138.85,23742.99,B,0
372.91,31317.44,B,0
590.88,24280.82,B,0
725.88,10811.16,A,0
486.42,54981.83,B,0
1281.21,29057.73,A,0
1126.87,38806.15,B,0
322.44,45892.89,B,0
823.59,47598.13,B,0
220.64,26000.8,A,0
533.29,35714.33,B,0
1318.88,32303.97,B,0
0,36893.6,B,0
789.32,33164.35,A,0
1503.02,13170.06,A,0
465.82,25314.46,A,0
911.9,33480.66,B,0
1337.33,46330.02,B,0
1297.33,53285.96,B,0
717.5,41142.8,B,0
584.32,33311.56,B,0
1509.09,35678.55,B,0
819.06,20987.52,A,0
956.51,25404.65,B,0
895.71,38189.95,B,0
580.64,24752.71,A,0
199.91,72660.16,B,0
1458.22,30342.37,B,0
294.65,58929.91,B,0
1036.91,10229.25,A,0
1259.9,33553.13,B,0
215.33,48126.68,B,0
0,50121.33,B,0
473.32,33401.25,B,0
710.04,40315.4,B,0
0,36339.7,B,0
476.33,26828.84,B,0
973.1,42968.24,B,0
434.37,15274.5,A,0
402.43,50170.1,B,0
426.41,37960.11,B,0
711.82,42103.77,B,0
0,43136.38,B,0
484.08,11148.82,B,0
982.12,41315.03,B,0
415.07,45111.55,B,0
626.51,26088.66,B,0
905.59,67107.53,B,0
1068.14,14616.48,A,0
1772.74,19034.92,A,0
991.3,49727.2,B,0
2017.08,55176.26,B,0
195.21,36683.19,B,0
0,13439.61,B,0
260.08,38119.41,B,0
611.13,34452.49,B,0
32.04,41997.65,B,0
657.51,27708.6,B,0
1399.21,31454.26,B,0
604.45,28501.28,B,0
1054.3,43409.31,B,0
453.54,46937.02,B,0
1442.24,38221.2,B,0
1878.5,16487.06,A,1
820.68,54673.66,B,0
1145.65,55017.53,B,0
0,27256.36,B,0
450.83,31922.46,B,0
1626.43,29545.79,B,0
1114.21,37435.52,B,0
41.6,46939.35,B,0
1335.59,19490.42,B,0
105.85,33832.53,B,0
1358.27,18187.94,A,0
811.16,9662.94,A,0
1098.79,25076.11,B,0
572.09,61577.64,B,0
1392.31,54756.3,B,0
778.87,12193.65,A,0
553.83,33822.62,B,0
532.01,20166.3,A,0
933.84,52179.63,B,0
1107.61,34224.69,B,1
127.15,9700.63,A,0
636.33,37317.38,B,0
0,47767.18,B,0
137.47,51162.96,B,0
0,16206.71,A,0
532.54,50000.54,B,0
941.98,26658,B,0
0,32749.91,B,0
1184.66,47280.65,B,0
809.87,26689.25,B,0
222.98,35543.48,B,0
1718.97,40329.37,B,0
1335.27,36054.55,B,0
1820.28,43770.56,B,1
419.26,36987.37,B,0
653.17,36266.38,B,0
1314.96,21743.9,A,0
918.25,37868.04,B,0
631.97,50572.48,B,0
971.71,20112.77,A,0
1079.57,18607.75,A,0
1435.83,42927.94,B,0
870.51,22190.53,A,0
526.8,28036.64,B,0
171.18,62636.4,B,0
534.52,47783.75,B,0
223.69,26055.41,B,0
1643.99,46342.06,B,1
1985.86,22590.12,A,1
51.86,41128.49,B,0
379.04,39224.62,B,0
1448.31,14978.9,A,0
83.64,27050.19,B,0
883.63,48832.64,B,0
435.35,34602.09,B,0
1068.18,39378.17,B,0
358.63,52189.9,B,0
953.97,44550.64,B,0
1275.23,37484.74,B,1
626.73,49565.08,B,0
1240.65,20293.35,A,0
1130.27,36440,B,0
1453.98,18877.64,B,1
928.59,49574.13,B,0
1055.87,20848.63,A,0
211.09,46928.84,B,0
1217.09,19784.17,A,0
1683.19,53932.22,B,0
1232.88,43625.56,B,0
1399.61,35961.31,B,0
1716.87,15989.37,A,1
935.67,34240.15,B,0
1113.49,22424.58,A,0
395.61,25040.14,B,0
1761.99,18375.21,A,1
1663.51,45154.03,B,0
982.21,16742.56,A,0
734.84,29092.94,B,0
330.3,19204.21,A,0
1261.26,22172.19,A,0
717.27,22766.99,B,0
1489.36,13486.61,A,0
1213.89,11693.01,A,0
802.41,18434.94,A,0
618.04,32032.25,B,0
45.19,43053.23,B,0
862.6,19566.03,A,0
929.93,31634.58,B,0
1166.65,35509.94,B,0
1052.44,41248.16,B,0
1097.57,43058.03,B,0
651.32,55033.23,B,0
708.67,48696.54,B,0
0.02,38594.86,B,0
849.41,18756.66,A,0
816,46836.03,B,0
1102.64,44493.48,B,0
131,51654.56,B,0
417.12,17629.16,A,0
641.33,23028.28,A,0
1040.87,16262.5,A,0
187.66,18753.48,A,0
461.92,42546.36,B,0
370.84,40813.47,B,0
531.4,35709.39,B,0
1102.48,29201.05,B,0
722.6,38174.08,B,0
248.93,38152.98,B,0
0,50724.82,B,0
458.33,37615.85,B,0
271.04,44615.98,B,0
411.44,44689.74,B,0
1338,50386.02,B,0
818.48,62647.09,B,0
897.67,43491.11,B,0
0,42695.81,B,0
692.55,16871.61,A,0
0,43144.65,B,0
1838.06,14771.36,B,1
192.55,44292.94,B,0
951.7,17956.82,A,0
1016.02,45380.99,B,0
0,55106.45,B,0
643.31,29008.58,A,0
1050.75,46560.65,B,0
667.18,33381.65,B,0
1224.93,20760.68,A,0
616.92,38206.48,B,0
1294.52,23039.24,A,0
939.61,39611.06,B,0
1289.69,25114.02,A,0
0,56776.77,B,0
564.04,27773.61,B,0
17.75,13927.25,A,0
967.4,14100.17,A,0
1247.26,64719.78,B,0
604.96,38741.49,B,0
508.53,44628.27,B,0
539.79,27513.08,B,0
0,34098,B,0
772.91,41403.68,B,0
1437.37,39033.08,B,0
667.05,37614.66,B,0
678.4,41535.43,B,0
516.33,28188.9,B,0
699.67,12833.77,A,0
1451,28817.19,A,0
0,38576.71,B,0
1341.84,19699.12,A,0
1360.95,42560.98,B,0
1018.07,44619.36,B,0
1226.83,15014.07,A,0
1191.81,52520.26,B,0
1188.63,45431.98,B,0
848.59,26413.47,B,0
413.92,30039.24,B,0
2103.31,14401.37,A,0
667.72,49118.53,B,0
370.07,47081.88,B,0
763.97,23293.51,A,0
1072.64,26873.01,A,0
1378.28,18284.3,A,0
2184,18183.16,A,1
142.92,45698.29,B,0
415.74,37316,B,0
695.76,44804.7,B,0
0,48060.61,B,0
1589.26,36963.72,B,0
418.1,70235.02,B,0
1660.96,24670.04,B,0
1371.07,26493.49,A,0
0,21546.74,A,0
982.26,40919.55,B,0
571.95,38456.34,B,0
992.35,16985.85,A,0
381.54,17941.87,A,0
148.99,41922.29,B,0
1024.2,42765.67,B,0
834.98,18224.99,A,0
210.75,36798.37,B,0
1106.14,47822.91,B,0
81.15,40850.3,B,0
895.2,33888.35,B,0
130.7,57310.69,B,0
758.14,49749.04,B,0
358.98,66424.24,B,0
635.23,27569.53,B,0
1168.86,36718.04,B,0
1063.2,36107.9,B,0
0,38585.33,B,0
322.99,50620.39,B,0
104.38,45886.67,B,0
1304.63,51999.58,B,0
947.16,39022.92,B,0
1715.1,34146.76,B,0
162.35,19007.55,B,0
1643.49,10635.99,A,0
738.81,46926.75,B,0
1052.48,44603.73,B,0
0,33683.65,B,0
1369.75,19406.22,A,0
1378.86,43052.4,B,0
1220.89,20471.71,A,0
1127.1,33685.73,B,0
500.97,32417.51,B,0
626.97,34629.63,B,0
912.82,28809.92,B,0
949.34,25307.87,B,0
920,56987.92,B,0
828.69,33614.31,B,0
440.72,13091.84,A,0
936.59,42100.69,B,0
826.55,18494.82,A,0
545.17,46305.35,B,0
1247.02,20240.9,A,0
814.8,20617.01,A,0
0,36289.19,B,0
1158.21,46650.96,B,0
1218.36,15932.63,A,0
859.56,34682.42,B,0
1564.76,37536.81,B,1
697.93,43404.04,B,0
368.16,25047.19,A,0
993.61,11515.23,A,0
1488.28,14742.35,A,0
1475.68,19328.82,A,0
840.28,51423.1,B,0
1403.01,19609.7,A,0
1163.59,50866.01,B,0
727.47,24640.58,A,0
439.7,47088.42,B,0
517.49,52992.3,B,0
1217.26,36571.13,B,0
738.68,18780.42,B,0
335.29,23005.75,B,0
0,17518.63,A,0
1220.32,51689.49,B,0
783.61,28461.8,B,0
0,41402.72,B,0
290.11,15453.17,A,0
391.89,21583.98,A,0
647.34,17813.95,A,0
1240.69,23435.02,A,0
1388.21,14407.91,A,0
313.5,45612.8,B,0
961.41,29271.51,B,0
423.07,39490.32,B,0
477.11,22853,A,0
804.19,47474.96,B,0
557.2,23991.73,A,0
77.88,30751.71,B,0
1771.84,21305.88,A,0
886.7,49053.4,B,0
212.69,53505.49,B,0
1090.13,20500.33,A,0
74.55,52980.77,B,0
844.44,19665.03,A,0
393.98,42505.64,B,0
590.48,30054.93,B,0
0,46938.04,B,0
672.94,50414.71,B,0
1416.19,18080.26,A,1
585.49,37519.72,B,0
1427.03,19063.37,A,0
610.78,52903.49,B,0
861.81,14092.08,A,0
1439.76,17888.91,A,0
168.92,16904.45,A,0
847.72,35794.82,B,0
341.5,38063.86,B,0
1257.68,12762.46,A,0
493.35,30736.18,B,0
1313.61,8046.95,A,0
412.51,39133.06,B,0
445.33,25415.17,B,0
882.43,13048.45,A,0
689.48,35409.33,B,0
813.29,56060.55,B,0
500.43,24900.94,B,0
505.59,60771.15,B,0
610.61,19475.2,A,0
792.79,39407.65,B,0
1366.26,26786.36,B,0
1802.52,44785.8,B,0
1067.24,32788.75,B,0
703.93,39764.95,B,0
832.39,41059.16,B,0
1052.02,23394.09,A,0
738.28,22082.87,A,0
0,28530.86,B,0
1084.17,32974.02,B,0
1336.87,33900.35,B,0
795.49,27619.57,A,0
447.7,33403.84,B,0
898.09,55671.56,B,0
1281.95,43630.64,B,0
646.48,29869.85,B,0
131.71,54762.14,B,0
901.13,44615.27,B,0
1209.24,30413.76,B,0
1238.5,22339.3,A,0
780.29,28653.85,B,0
573.11,43419.72,B,0
1064.51,47168.8,B,0
1954.33,42601.7,B,1
370.56,46074.09,B,0
423.4,38045.37,B,0
1006.97,27349.65,B,0
1521.33,18442.76,A,0
992.01,33324.76,B,0
1643.76,61767.8,B,1
1406.56,19649.19,B,0
1187.21,18976.95,A,0
1074.4,17813.14,A,0
1084.67,30295.96,B,0
594.15,33295.65,B,0
260.74,38811.72,B,0
798.51,42713.43,B,0
608.34,38309.52,B,0
1007.41,18828.44,A,0
1558.15,43059.81,B,0
1341.97,25421.51,A,0
395.53,38147.12,B,0
1210.27,13927.45,A,0
341.57,27559.28,A,0
1462.28,25043.5,A,0
762.87,25379.02,A,0
1080.12,40134.96,B,0
575.83,45763.78,B,0
1241.16,72842.25,B,0
1197.72,16022.82,A,0
786.48,35994.47,B,0
1505.4,40867.54,B,0
541.41,52536.27,B,0
0,29188.82,B,0
919.81,49405.97,B,0
1132.63,42287.71,B,0
593.13,16284.58,A,0
153.33,49829.91,B,0
936.65,33411.98,B,0
1511.82,15804.91,A,0
725.71,27716.91,B,0
972.03,33154.72,B,0
858.02,37586.8,B,0
1602.34,60287.62,B,0
532.57,11219.48,A,0
1240.5,32189.4,B,0
312.16,50385.25,B,0
842.66,35561.86,B,0
171.76,42536.27,B,0
786.05,35586.88,B,0
455.37,54902.67,B,0
1163.04,40392.94,B,0
1109.02,40159.36,B,0
1232,51296.28,B,0
623.7,22796.61,A,0
688.92,18670.68,A,0
0,33205.23,B,0
762.68,37582.38,B,0
1214.48,44146.76,B,0
854.51,31747.79,B,0
188.2,40446.48,B,0
80.29,36173.5,B,0
1296.82,58332.6,B,0
2326.54,21651.35,A,1
1528.22,58771.2,B,0
1932.82,46534.98,B,1
943.18,41812.71,B,0
1110.09,20711.66,A,0
1121.08,26917.81,B,0
1058.99,49107.51,B,0
630.98,48291.92,B,0
1303.51,19596.33,A,0
1868.74,33295.84,B,0
329.75,44985.73,B,0
326.03,10201.88,A,0
887.71,30701.55,B,0
529.91,35756.41,B,0
1404.11,46097.42,B,0
1611.16,39483.76,B,1
354,18055.88,A,0
549.3,24941.98,B,0
0,28784.18,B,0
50.75,14791.24,B,0
1406.99,33482.72,B,0
1165.14,20816.22,A,0
780.24,29613.58,B,0
66.11,30262.39,B,0
849.55,34266.22,B,0
1599.05,39741.31,B,0
1043.91,9065.4,A,0
240.82,47976.94,B,0
471.19,32283.28,B,0
0,37584.1,B,0
816.45,22291.68,A,0
0,21983.93,B,0
1848.2,31898.11,B,1
236.69,40204.07,B,0
1128.04,14245.35,A,0
1040.05,34616.09,B,0
1432.29,16668.03,A,0
324.29,52670.54,B,0
584.8,17845.48,A,0
772.81,35215.42,B,0
1080.13,52401.11,B,0
759.78,34017.98,B,0
666.66,50322.57,B,0
580.58,52847.5,B,0
881.12,41121.82,B,0
1576.63,18688.37,B,0
775.46,37562.45,B,0
226.05,51209.45,B,0
1504.18,13296.34,A,0
970.7,43502.42,B,0
415.58,36597.66,B,0
476.65,30635.45,A,0
561.79,40952.7,B,0
629.4,27179.39,B,0
1110.3,21543.81,B,0
783.41,10562.67,A,0
435.64,37915.68,B,0
1657.23,33593.06,B,0
474.33,25268.04,B,0
1542.05,29108.51,B,0
1765.48,17045.07,A,0
436.5,45369.99,B,0
1825.82,25825.04,A,0
1035.81,16607.78,A,0
520.8,37034.47,B,0
328.93,43036.14,B,0
1351.33,41357.24,B,0
1064.26,11040.71,A,0
403.31,21194.77,A,0
459.27,50326.16,B,0
1226.46,40487.75,B,0
889.1,22926.56,A,0
1098.26,17188.71,A,0
223.49,54824.74,B,0
37.78,26305.64,B,0
928.97,62716.67,B,0
667.09,38903.96,B,0
0,39409.05,B,0
763.58,50091.85,B,0
474.52,43278.78,B,0
0,46549.17,B,0
938.48,41009.82,B,0
110.03,33453.09,B,0
603.56,22727.57,B,0
1107.39,28556.4,B,0
1963.31,34797.7,B,1
117.65,18493.57,A,0
457.4,45186.76,B,0
1298.93,26254.87,B,0
466.27,13803.47,A,0
434.43,46885.75,B,0
999.38,16547.72,A,0
1806.32,18891.9,A,0
795.72,65605.98,B,0
1446.68,42676.9,B,0
454.38,17411.72,A,0
361.21,44631.29,B,0
1498.8,23439.7,A,0
406.85,51857.82,B,0
483.58,35792.07,B,0
435.23,26691.52,B,0
219.22,26799.67,B,0
1343.7,26090.33,A,0
658.56,19563.06,A,0
516.69,49827.86,B,0
626.24,17787.47,B,0
703.05,18161.44,A,0
1539.64,11734.64,A,0
985.73,35453.13,B,0
137.66,45653.73,B,0
649.13,35385.58,B,0
1181.76,43200.59,B,0
0,30247.56,B,0
1030.06,12167.69,A,0
963.23,58137.74,B,0
2238.7,18340.91,A,1
716.97,47972.33,B,0
1117.83,24018.51,A,0
1262.97,37677.75,B,0
1592.08,21517.39,A,0
1254.66,18146.8,A,0
198.12,51239.69,B,0
370.69,37677.59,B,0
1014.66,54683.86,B,1
1527.5,21974.21,B,0
287.11,45274.96,B,0
766.84,44342.09,B,0
1519.94,13623.86,A,1
1.59,20867.33,A,0
1002.01,20029.4,A,0
266.89,32227.53,B,0
1176.34,32333.87,B,0
402.73,53791.03,B,0
362.45,23640.27,B,0
841.09,46318.18,B,0
440.15,22311.8,A,0
1056.98,19458.58,A,0
146.18,48118.42,B,0
1556.03,37044.47,B,0
1092.71,21277.84,A,0
656.97,11874.72,A,0
613.88,43894.77,B,0
1010.46,37000.37,B,0
1011.13,66267.11,B,0
829.79,58302.05,B,0
1487.17,23003.78,A,0
1156.61,18312.14,A,0
608.56,39476.78,B,0
1532.59,17291.49,A,0
453.87,40111.28,B,0
1500.92,49506.82,B,1
292.93,48013.48,B,0
369.18,31845.48,B,0
692.45,35685.65,B,0
225.37,59482.56,B,0
400.96,15754.09,A,0
452.04,60066.82,B,0
326.62,48158.97,B,0
321.99,63587.64,B,0
1277.24,34844.14,B,0
994.91,44280.76,B,0
679.05,43874.96,B,0
505.11,17031.76,A,0
748.16,46812.27,B,0
597.76,21677.99,A,0
756.47,45461.58,B,0
1366.95,62488.89,B,0
285.65,40795.17,B,0
560.21,49170.36,B,0
1086.64,42408.88,B,0
906.91,22637.41,A,0
471.13,24356.31,A,0
1055.42,54551.63,B,0
1133.24,45809.33,B,0
800.76,43459.83,B,0
0,26196.87,A,0
744.66,51882.82,B,0
466.19,40987.36,B,0
0,49396.27,B,0
1468.61,33956.75,B,0
611.96,38908.13,B,0
861.98,8649.07,A,0
1601.86,45300.22,B,0
1675.18,8271.67,A,0
391.56,39433.49,B,0
1990.03,31376.2,B,0
1290.78,37348.88,B,0
1324.44,52669.64,B,0
41.25,52064.35,B,0
591.17,45304.06,B,0
133.3,42035.52,B,0
1682.65,54208.89,B,0
1024.27,9796.1,A,0
1118.7,41678.39,B,0
1320.89,39717.36,B,0
647.31,28714.07,B,0
1141.29,16958.14,A,0
566.51,19641.26,A,0
1101.99,30502.41,B,0
723.41,39003.18,B,0
387.25,38280.79,B,0
845.9,34717.46,B,0
580.54,38572.97,B,0
925.17,47334.07,B,0
693.93,29485.23,B,0
911.4,21719.24,A,0
0,49146.21,B,0
1394.24,31390.18,B,0
646.66,41498.54,B,0
1265.91,43049.33,B,0
265.81,41010.27,B,0
0,24748.89,B,0
443.64,53510.02,B,0
1066.84,16511.45,A,0
975.07,45445.79,B,0
1203.64,15927.43,A,0
1140.85,13480.16,A,0
673.36,15206.65,A,0
0,39911.47,B,0
899.21,23718.39,A,0
647.24,39624.53,B,0
1474.14,55261.29,B,0
1005.44,20285.89,B,0
605.29,12603.85,A,0
902.38,14883.89,A,0
941.71,16595.88,A,0
491.99,35181.99,B,0
470.52,16249.99,A,0
111.53,33107.82,B,0
1031.9,48892.37,B,0
696.04,59145.98,B,0
1128.14,49449.53,B,0
881.39,50892.58,B,0
898.62,21633.16,B,0
1342.98,18677.28,A,0
764.39,15426.69,A,0
1278.72,36863.75,B,0
305.07,28923.26,B,0
1634.64,31410.74,B,0
0,46636.76,B,0
521.22,18348.75,A,0
1213.11,57068.52,B,0
217.54,37833.2,B,0
179.73,27604.01,A,0
305.57,11548.08,A,0
0,62634.26,B,0
1033.14,26284.93,B,0
391.86,34339.56,B,0
1335.85,30382.87,B,0
966.18,24207.77,A,0
789.05,43466.23,B,0
1806.36,42306.94,B,1
667.67,54658.98,B,0
279.85,36009.97,B,0
1486.66,45804.46,B,0
789.71,44283.82,B,0
27.3,25194.64,B,0
1336.16,46415.1,B,0
0,29444.36,B,0
862.99,20865.35,A,0
1434.84,45282.91,B,0
890.12,34661.22,B,0
271.09,13975.09,A,0
13.83,31058.63,B,0
1503.74,40155.54,B,0
600.02,16383.55,A,0
1455.42,32530.2,B,0
567.52,36894.26,B,0
1028.02,46529.61,B,0
1406.22,21574.31,A,0
219.11,51328.77,B,0
916.61,29643.85,B,0
1351.83,47789.24,B,0
601.63,39275.59,B,0
1064.97,22976.77,A,0
412.18,9758.47,A,0
1036.36,34141.7,B,0
1134.99,51502.6,B,0
853.96,31524.03,B,0
449.12,29975.92,B,0
1623.22,21669.02,A,0
57.97,23875.03,A,0
366.05,37193.37,B,0
1342.14,23606.89,B,1
514.88,48641.42,B,0
0,45874.36,B,0
1196.64,56120.79,B,0
196.25,34976.5,B,0
488.24,32887.35,A,0
954.59,50881.06,B,0
675.82,49230.94,B,0
303.61,13811.18,A,0
1021.64,14201.71,A,0
952.1,46818.37,B,0
179.75,21080.95,A,0
780.98,39032.03,B,0
1014.57,33654.59,B,0
940.24,40868.69,B,0
540.01,34874.13,B,0
485.01,11978.44,A,0
1710,21555.69,B,0
538.71,16771.9,A,0
1135.53,37641.36,B,0
853.6,41536.16,B,0
1501.7,14483.13,A,0
1163.58,42371.69,B,0
1131.62,27411.16,B,0
0,21920.91,B,0
473.65,27942.27,B,0
178.76,35745.6,B,0
1427.34,34698.85,B,0
790.54,49484.92,B,0
901.34,21228.4,B,0
719.35,48016.55,B,0
1373.08,13654.74,A,0
1335.77,28536.92,B,0
936.43,22236.99,A,0
593.33,21201.81,A,0
1989.69,38294.62,B,1
1864.85,39905.81,B,0
884.67,17668.8,A,0
602.12,33879.55,B,0
307.45,21199.06,B,0
222.74,38000.84,B,0
566.05,18557.05,A,0
1133.97,33148.15,B,0
348.04,42283.25,B,0
479.49,44037.23,B,0
4.81,28649.99,B,0
354.39,28511.27,B,0
0,39259.74,B,0
932.83,24630.98,B,0
1808.57,14229.59,A,0
1996.73,44939.66,B,1
1562.75,20159.51,A,0
1307.36,20991.82,A,0
533.21,33800.75,B,0
81.93,41409.14,B,0
1127.32,39496.78,B,0
1445.32,37999.61,B,0
776.85,13800.53,A,0
0,34964.78,B,0
1117.76,36092.98,B,0
907.3,26936.65,B,0
809.83,36398.21,B,0
1055.27,38431.1,B,0
324.04,15611.04,B,0
533.89,42830.62,B,0
431.56,55494.45,B,0
716.99,23544.58,A,0
608.67,40102.18,B,0
804.09,51031.82,B,0
552.93,41712.49,B,0
1410.71,16714.21,A,0
1003.88,50061.95,B,0
350.52,29729.71,B,0
466.92,58398.33,B,0
844.87,26472.52,A,0
1125.29,16436.37,A,0
614.55,17353.83,B,0
977.17,50489.48,B,0
422.06,19200.02,A,0
1148.01,45602.21,B,0
369.65,53098.18,B,0
990.51,59236.36,B,0
364.27,44054.8,B,0
771.32,53057.3,B,0
1882.27,31500.2,B,1
1288.52,42758.91,B,0
985.62,17215.96,A,0
1776.19,17631.9,A,0
959.14,22893.76,A,0
1531.06,15785.66,A,0
163.31,20943.72,A,0
889.4,34869.14,B,0
700.61,45626.94,B,0
666.29,20142.87,A,0
1298.15,11078.96,A,0
340.22,33332.63,B,0
0,38885.94,B,0
0,49148.94,B,0
921.86,44455.53,B,0
883.8,16730.72,A,0
609.34,39475.56,B,0
4.17,22800.59,B,0
1168.65,34697.09,B,0
1289.2,49563.86,B,0
880.44,21722.01,A,0
1153.23,43450.69,B,0
1469.18,19067.45,A,0
775.19,47385.02,B,0
941.36,42848.75,B,0
1353.16,43378.16,B,0
366.93,45674.22,B,0
0,19941.08,A,0
1230.07,43033.91,B,0
1148.34,61948.83,B,0
1512.23,43996.21,B,0
581.83,18627.62,A,0
874.85,44412.8,B,0
734.64,15834.68,A,0
623.23,42524.8,B,0
227.83,58663.11,B,0
0,44657.9,B,0
566.11,24221.21,A,0
1049.15,43368.84,B,0
116.35,14756.62,A,0
1168.05,41344.71,B,0
1524.16,37073.63,B,0
424.38,13120.91,A,0
286.88,24342.72,A,0
0,43353.52,B,0
132.47,36867.95,B,0
1087,18622.23,B,0
984.46,15176.36,A,0
2094.2,42593.56,B,1
1349.1,29588.77,B,0
874.54,50989.56,B,0
670.38,21821.21,B,0
745.61,41126.7,B,0
558.29,25050.9,B,0
98.07,25625.33,B,0
441.04,49121.89,B,0
124.77,50381.43,B,0
1655.01,21825.94,B,1
404.18,22669.63,A,0
1350.17,42588.46,B,0
651.76,26489.47,A,0
555.49,46176.27,B,0
975.46,31582.05,B,0
678.04,45301.7,B,0
1111.08,48742.04,B,0
148.76,15630.63,A,0
880.51,33116.71,B,0
247.88,36253.8,B,0
1209.1,41454.99,B,0
535.43,35770.18,B,0
945.28,42114.15,B,0
402.63,38926.31,B,0
1023.12,39658.15,B,0
1322.47,36609.03,B,1
1497.16,16028.21,A,0
944.67,5326.04,A,0
35.83,36862.07,B,0
874.32,34032.6,B,0
1003.7,30835.26,B,0
1109.32,48391.14,B,0
1502.16,42144.16,B,0
1303.66,21834.06,A,0
557.64,53041.83,B,0
298.54,49621.15,B,0
1241.13,42930.22,B,1
155.68,32720.71,B,0
861.37,50661.35,B,0
1024.76,18545.72,A,0
0,21811.06,A,0
1351.16,35603.86,B,0
616.26,14907.88,A,0
924.57,18131.6,A,0
965.89,60134.86,B,0
705.18,42150.39,B,0
868.43,49306.24,B,0
478.37,53320.13,B,0
1066.44,24769.96,A,0
1094.14,21810.72,B,0
877.43,45731.23,B,0
643.29,44048.28,B,0
1280.62,27329.3,B,0
877.22,18472.12,A,0
632.11,19292.29,A,0
858.79,14804.3,A,0
377.81,41735.79,B,0
329.54,39602.29,B,0
567.08,36259.05,B,0
860.08,29539.11,B,0
1545.54,37585.2,B,0
695.54,32523.87,B,0
1089.27,11119.49,A,0
1461.14,33711.72,B,0
1253.64,21600.53,A,0
789.35,22559.4,A,0
2005.81,32157.4,B,1
1820.57,33456.14,B,1
1750.3,14558.42,A,1
732.92,24732.52,B,0
1088.4,42211.69,B,0
1846.32,31872.54,B,0
1215.29,37432.54,B,0
514.96,46503.25,B,0
294.22,50786.32,B,0
928.41,51031.95,B,0
733.87,44363,B,0
1791.61,14256.74,A,1
417.79,18977.61,A,0
550.54,21651.6,A,0
1188.55,21950.07,A,0
1104.9,39202.59,B,0
798.12,17991.81,A,0
795.77,43376.06,B,0
544.32,54829.71,B,0
0,37506.14,B,0
1022.45,36970.62,B,0
976.82,19270.44,A,0
635.78,50018.77,B,0
595.43,59597.29,B,0
1026.89,42485.48,B,0
693.88,20083.2,A,0
1556.54,34503.2,B,0
692.86,37021.78,B,0
598.6,18559.55,A,0
427.96,46046.39,B,0
578.84,16499.12,A,0
400.09,42846.75,B,0
313.63,34965.28,B,0
727.19,21164.46,B,0
0,45130.34,B,0
242.86,42111.81,B,0
270.25,13229.83,A,0
1004.75,42024.62,B,0
93.99,42909.42,B,0
1103.19,19210.5,A,0
693.55,42087.29,B,0
909.43,48340.62,B,0
1427.81,27782.75,B,0
673.72,31345.75,B,0
830.74,43869.65,B,0
673.55,33146.78,B,0
431.76,50987.06,B,0
616.3,24350.69,A,0
1303.33,47599.55,B,0
357.43,18760.1,A,0
1426.87,37210.79,B,0
353.02,18176.69,B,0
1064.67,41040.71,B,0
717.3,51039.92,B,0
1131.29,14192.66,A,0
802.37,24655.09,B,0
564.61,43433.86,B,0
479.14,30552.69,B,0
1221.85,17108.04,A,0
11.14,52136.28,B,0
0,61503.06,B,0
0,54102.04,B,0
1047.04,30204.27,B,0
1480.44,26016.77,B,0
498.77,14675.85,B,0
450.15,39409.14,B,0
639.13,18670.83,B,0
437.18,43196.1,B,0
1665.91,13770.46,A,0
776.53,31603.19,B,0
356.52,26676.59,A,0
910.81,23281.88,A,0
495.02,52026.02,B,0
689.84,25907.36,A,0
82.66,42498.65,B,0
29.08,39596.62,B,0
907.12,35953.25,B,0
787.91,34216.05,B,0
1480.07,17868.46,A,1
736.09,49273.8,B,0
572.65,15058.84,A,0
821.14,15222.55,A,0
436.12,46349.07,B,0
89.56,24039.39,B,0
601.08,16880.43,A,0
1373.56,35673.01,B,0
875.44,14587.01,A,0
1051.2,30638.24,B,0
1719.21,20463.48,A,0
0,50047.01,B,0
1025.95,40201.47,B,0
1613.26,19504.62,A,0
674.78,37738.77,B,0
816.31,19628.17,A,0
1005.62,38341.74,B,0
262.13,37127.25,B,0
896.76,18962.21,A,0
672.31,44201.61,B,0
312.62,42790.21,B,0
1044.5,30643.51,B,0
587.36,47320.36,B,0
461.08,48021.43,B,0
217.94,18523.41,A,0
1734.33,43678.8,B,0
1283.76,27612.94,A,0
485.03,32905.33,B,0
2044.54,58532.46,B,1
1247.78,34575.07,B,0
384.68,39383.2,B,0
1895.87,22337.3,A,1
